rank;born;country;category;time_total;time_1half;time_2half;time_0to5km;time_5to10km;time_10to15km;time_15to20km;time_20to25km;time_25to30km;time_30to35km;time_35to40km;time_40to42km
160;82;AUT;W-40;03:33:44;01:41:09;01:52:35;00:23:22;00:23:39;00:24:39;00:24:10;00:24:29;00:25:59;00:27:20;00:27:54;00:12:14
161;70;AUT;W-50;03:33:49;01:43:34;01:50:15;00:24:07;00:24:21;00:25:14;00:24:28;00:24:39;00:24:56;00:26:25;00:27:12;00:12:31
162;81;BRA;W-40;03:33:52;01:42:53;01:50:59;00:23:10;00:24:12;00:25:34;00:24:35;00:24:38;00:25:11;00:26:21;00:27:51;00:12:23
163;87;ECU;W-35;03:34:04;01:45:52;01:48:13;00:24:40;00:25:16;00:25:34;00:24:57;00:24:39;00:25:08;00:25:43;00:26:40;00:11:32
164;76;GER;W-45;03:34:20;01:44:47;01:49:33;00:24:26;00:24:15;00:25:44;00:24:56;00:24:53;00:25:25;00:26:11;00:27:25;00:11:08
165;97;AUT;W-H;03:34:20;01:43:19;01:51:01;00:24:19;00:23:51;00:25:15;00:24:29;00:25:19;00:25:11;00:26:19;00:27:25;00:12:15
166;83;AUT;W-40;03:34:32;01:42:55;01:51:38;00:23:45;00:24:20;00:25:01;00:24:23;00:24:55;00:25:50;00:26:50;00:27:30;00:12:03
167;0;GER;W-H;03:34:33;01:44:01;01:50:33;00:24:12;00:24:18;00:25:11;00:24:51;00:25:06;00:25:35;00:26:10;00:27:17;00:11:59
168;94;GER;W-H;03:34:39;01:44:02;01:50:37;00:24:17;00:24:30;00:25:48;00:24:14;00:24:13;00:25:16;00:25:26;00:26:35;00:14:25
169;79;GBR;W-40;03:34:47;01:43:33;01:51:15;00:24:04;00:23:58;00:25:16;00:24:50;00:25:39;00:25:40;00:26:58;00:26:59;00:11:27
170;90;GER;W-30;03:34:50;01:43:26;01:51:24;00:23:02;00:24:26;00:25:41;00:24:52;00:24:54;00:26:05;00:26:53;00:27:18;00:11:44
171;94;HUN;W-H;03:34:50;01:44:08;01:50:43;00:23:50;00:24:18;00:25:20;00:25:08;00:24:55;00:25:47;00:26:27;00:27:42;00:11:28
172;71;AUT;W-50;03:34:54;01:46:26;01:48:29;00:25:27;00:24:55;00:25:55;00:24:45;00:25:09;00:25:04;00:25:57;00:26:19;00:11:27
173;78;SLO;W-45;03:34:59;01:43:16;01:51:43;00:23:37;00:24:04;00:25:36;00:24:38;00:24:53;00:25:46;00:26:06;00:28:03;00:12:21
174;83;CAN;W-40;03:35:05;01:43:08;01:51:58;00:23:18;00:23:55;00:26:19;00:24:13;00:24:55;00:25:41;00:26:15;00:28:18;00:12:14
175;90;AUT;W-30;03:35:13;01:46:03;01:49:10;00:24:09;00:25:15;00:26:01;00:25:09;00:25:16;00:25:50;00:26:06;00:26:26;00:11:06
176;78;FRA;W-45;03:35:19;01:41:58;01:53:22;00:23:48;00:23:38;00:25:15;00:24:00;00:24:13;00:25:34;00:26:28;00:28:54;00:13:33
177;99;AUT;W-H;03:35:34;01:45:45;01:49:50;00:24:48;00:25:04;00:25:49;00:24:40;00:25:01;00:25:53;00:26:21;00:26:30;00:11:33
178;82;NOR;W-40;03:35:37;01:45:03;01:50:35;00:24:46;00:24:45;00:25:27;00:24:40;00:24:41;00:25:24;00:26:10;00:27:45;00:12:03
179;95;AUT;W-H;03:35:49;01:44:37;01:51:13;00:24:33;00:24:37;00:25:25;00:24:37;00:24:56;00:25:06;00:26:02;00:27:43;00:12:55
180;81;GER;W-40;03:35:52;01:45:30;01:50:23;00:25:11;00:24:30;00:25:27;00:24:50;00:25:28;00:25:32;00:26:26;00:27:08;00:11:22
181;91;GER;W-30;03:35:53;01:48:19;01:47:34;00:25:41;00:25:17;00:26:30;00:25:25;00:24:42;00:25:47;00:25:44;00:25:48;00:11:02
182;94;AUT;W-H;03:35:58;01:47:29;01:48:29;00:25:22;00:25:18;00:26:09;00:25:10;00:25:12;00:25:43;00:25:55;00:25:56;00:11:18
183;95;GER;W-H;03:35:59;01:43:09;01:52:51;00:22:41;00:23:31;00:25:41;00:25:42;00:25:39;00:26:02;00:26:38;00:28:20;00:11:49
184;77;AUT;W-45;03:36:17;01:45:10;01:51:07;00:24:40;00:24:29;00:25:44;00:24:49;00:24:53;00:25:21;00:25:53;00:28:59;00:11:33
185;88;CZE;W-35;03:36:23;01:47:07;01:49:17;00:24:21;00:24:42;00:26:52;00:00:00;00:00:00;00:26:17;00:26:03;00:25:55;00:10:45
186;92;AUT;W-30;03:36:26;01:47:11;01:49:16;00:25:19;00:25:15;00:26:29;00:24:43;00:24:59;00:25:33;00:25:51;00:26:43;00:11:38
187;66;GER;W-55;03:36:30;01:47:11;01:49:19;00:25:49;00:24:55;00:25:49;00:25:10;00:25:15;00:25:37;00:25:53;00:26:05;00:12:01
188;86;AUT;W-35;03:36:39;01:46:17;01:50:22;00:25:18;00:24:50;00:25:51;00:24:50;00:25:05;00:26:02;00:25:58;00:27:02;00:11:47
189;76;BRA;W-45;03:36:41;01:51:50;01:44:52;00:25:29;00:26:13;00:27:19;00:26:56;00:26:57;00:31:50;00:08:36;00:30:48;00:12:37
190;89;SIN;W-30;03:36:43;01:49:09;01:47:35;00:26:17;00:26:07;00:26:13;00:25:03;00:24:49;00:25:42;00:25:19;00:26:14;00:11:03
191;96;AUT;W-H;03:36:44;01:46:04;01:50:40;00:24:10;00:25:14;00:26:02;00:25:08;00:25:16;00:25:50;00:26:06;00:27:22;00:11:39
192;77;FRA;W-45;03:36:54;01:45:35;01:51:19;00:24:24;00:25:15;00:25:45;00:24:44;00:25:06;00:25:37;00:26:04;00:27:52;00:12:10
193;84;GER;W-35;03:37:03;01:47:50;01:49:14;00:26:01;00:25:25;00:26:04;00:24:55;00:25:31;00:25:31;00:25:51;00:26:19;00:11:30
194;86;GER;W-35;03:37:11;01:43:32;01:53:40;00:23:11;00:24:19;00:25:57;00:24:45;00:25:38;00:26:22;00:27:02;00:27:36;00:12:27
195;93;GER;W-30;03:37:12;01:45:37;01:51:35;00:25:01;00:24:54;00:25:37;00:24:38;00:24:35;00:25:02;00:25:26;00:29:40;00:12:23
196;72;FRA;W-50;03:37:22;01:44:59;01:52:23;00:24:28;00:24:25;00:26:24;00:24:21;00:25:03;00:25:55;00:27:05;00:27:40;00:12:05
197;79;GER;W-40;03:37:24;01:41:43;01:55:41;00:23:32;00:23:42;00:24:57;00:24:18;00:25:51;00:26:54;00:28:34;00:28:25;00:11:16
198;91;SWE;W-30;03:37:27;01:45:15;01:52:13;00:24:36;00:25:01;00:25:33;00:24:39;00:24:56;00:25:43;00:26:32;00:27:57;00:12:34
199;79;ESP;W-40;03:37:29;01:43:46;01:53:43;00:24:45;00:24:21;00:24:58;00:24:23;00:24:53;00:25:49;00:26:21;00:29:42;00:12:20
200;87;IRL;W-35;03:37:38;01:46:07;01:51:32;00:25:20;00:24:39;00:26:02;00:24:44;00:24:36;00:25:45;00:26:53;00:28:27;00:11:16
201;90;KUW;W-30;03:37:40;01:49:22;01:48:18;00:27:44;00:25:16;00:26:34;00:24:42;00:23:46;00:24:16;00:25:53;00:27:51;00:11:42
202;84;AUT;W-35;03:37:42;01:49:23;01:48:19;00:26:07;00:26:03;00:26:13;00:25:19;00:25:32;00:25:54;00:25:36;00:25:40;00:11:22
203;96;IRL;W-H;03:37:43;01:47:34;01:50:10;00:24:46;00:25:23;00:26:06;00:25:42;00:25:39;00:25:48;00:25:53;00:26:33;00:11:57
204;65;ITA;W-55;03:37:48;01:45:26;01:52:23;00:24:12;00:24:11;00:26:26;00:25:08;00:25:53;00:25:58;00:27:16;00:26:58;00:11:51
205;88;AUT;W-35;03:38:00;01:44:48;01:53:12;00:24:53;00:24:55;00:25:44;00:23:56;00:24:17;00:25:39;00:28:32;00:27:55;00:12:11
206;71;ESP;W-50;03:38:08;01:46:22;01:51:46;00:25:05;00:25:13;00:25:49;00:24:44;00:25:14;00:25:57;00:26:34;00:27:58;00:11:39
207;72;USA;W-50;03:38:11;01:45:21;01:52:50;00:24:36;00:24:28;00:26:19;00:24:36;00:26:08;00:25:51;00:27:00;00:27:47;00:11:28
208;88;NOR;W-35;03:38:12;01:41:57;01:56:15;00:23:46;00:23:36;00:24:57;00:24:20;00:24:42;00:25:36;00:26:50;00:32:50;00:11:38
209;77;SVK;W-45;03:38:12;01:42:40;01:55:33;00:23:40;00:24:05;00:25:10;00:24:20;00:24:52;00:26:00;00:28:16;00:29:13;00:12:41
210;82;ITA;W-40;03:38:13;01:44:06;01:54:08;00:22:48;00:24:42;00:25:45;00:25:17;00:25:25;00:26:31;00:27:05;00:28:18;00:12:27
211;80;GER;W-40;03:38:14;01:46:55;01:51:20;00:24:54;00:25:01;00:26:05;00:25:17;00:25:47;00:25:54;00:26:09;00:27:09;00:12:03
212;77;CYP;W-45;03:38:19;01:44:51;01:53:28;00:24:24;00:24:21;00:25:55;00:24:45;00:25:19;00:25:35;00:27:15;00:28:24;00:12:25
213;93;GER;W-30;03:38:24;01:47:37;01:50:48;00:25:40;00:25:20;00:26:16;00:24:56;00:25:23;00:25:24;00:26:12;00:27:03;00:12:15
214;88;HUN;W-35;03:38:31;01:44:38;01:53:54;00:24:06;00:24:59;00:25:42;00:24:29;00:24:23;00:25:53;00:27:47;00:28:46;00:12:29
215;85;AUT;W-35;03:38:36;01:49:20;01:49:16;00:25:39;00:25:36;00:26:46;00:25:39;00:25:37;00:25:36;00:25:56;00:26:40;00:11:11
216;77;GER;W-45;03:38:40;01:45:08;01:53:32;00:24:05;00:23:48;00:25:47;00:25:47;00:25:48;00:26:20;00:27:15;00:27:50;00:12:04
217;85;ISR;W-35;03:38:51;01:47:36;01:51:15;00:25:19;00:25:09;00:26:09;00:25:22;00:25:44;00:26:17;00:26:33;00:26:45;00:11:37
218;77;LUX;W-45;03:38:56;01:49:27;01:49:30;00:25:32;00:25:42;00:27:08;00:25:34;00:25:11;00:25:33;00:26:08;00:26:31;00:11:41
219;74;POL;W-45;03:39:10;01:50:13;01:48:58;00:27:05;00:25:33;00:26:19;00:25:36;00:25:42;00:25:23;00:25:50;00:26:32;00:11:12
220;80;AUT;W-40;03:39:11;01:47:32;01:51:39;00:24:54;00:25:18;00:25:59;00:25:41;00:25:26;00:26:03;00:26:20;00:27:39;00:11:54
221;90;UKR;W-30;03:39:16;01:49:23;01:49:53;00:25:34;00:25:54;00:26:36;00:25:47;00:25:33;00:25:46;00:25:59;00:26:47;00:11:24
222;73;GER;W-50;03:39:19;01:46:29;01:52:50;00:24:47;00:25:00;00:26:00;00:25:06;00:25:51;00:26:15;00:26:52;00:27:24;00:12:07
223;94;GBR;W-H;03:39:38;01:43:03;01:56:35;00:23:55;00:24:16;00:25:04;00:24:27;00:24:48;00:25:50;00:28:05;00:30:22;00:12:54
224;76;FRA;W-45;03:39:39;01:47:47;01:51:53;00:25:20;00:25:18;00:26:17;00:25:21;00:25:23;00:25:50;00:26:05;00:27:06;00:13:03
225;86;AUT;W-35;03:39:40;01:44:49;01:54:51;00:24:10;00:24:32;00:25:28;00:25:04;00:25:37;00:26:19;00:26:59;00:28:44;00:12:51
226;92;GER;W-30;03:39:41;01:45:53;01:53:49;00:23:24;00:24:11;00:26:39;00:25:53;00:27:27;00:26:46;00:26:54;00:27:12;00:11:20
227;78;GBR;W-45;03:39:47;01:46:28;01:53:20;00:24:34;00:24:43;00:26:33;00:25:10;00:26:00;00:26:21;00:27:06;00:27:10;00:12:15
228;72;FRA;W-50;03:40:12;01:49:28;01:50:45;00:25:42;00:25:53;00:26:41;00:25:36;00:25:51;00:26:13;00:26:09;00:26:30;00:11:42
229;97;USA;W-H;03:40:24;01:50:22;01:50:02;00:25:37;00:25:58;00:27:01;00:26:11;00:25:43;00:26:07;00:25:31;00:26:26;00:11:53
230;80;FRA;W-40;03:40:24;01:45:20;01:55:05;00:24:07;00:24:37;00:25:38;00:25:20;00:25:42;00:26:13;00:27:07;00:28:52;00:12:52
231;84;AUT;W-35;03:40:28;01:49:37;01:50:51;00:25:24;00:25:46;00:26:47;00:26:02;00:25:44;00:25:54;00:26:32;00:26:29;00:11:54
232;73;AUT;W-50;03:40:29;01:46:50;01:53:39;00:24:51;00:25:09;00:25:53;00:25:27;00:25:22;00:26:12;00:27:20;00:28:15;00:12:04
233;85;USA;W-35;03:40:35;01:48:19;01:52:17;00:25:19;00:24:59;00:26:08;00:26:13;00:26:03;00:26:36;00:26:45;00:27:04;00:11:32
234;68;FRA;W-55;03:40:40;01:44:57;01:55:43;00:23:21;00:24:15;00:26:05;00:25:41;00:25:47;00:26:43;00:27:39;00:28:43;00:12:29
235;85;SLO;W-35;03:40:56;01:45:23;01:55:34;00:24:38;00:24:42;00:25:37;00:24:54;00:25:20;00:25:53;00:27:24;00:29:45;00:12:47
236;88;UKR;W-35;03:40:59;01:49:28;01:51:32;00:24:50;00:26:12;00:27:03;00:25:44;00:25:49;00:25:55;00:26:22;00:27:06;00:12:00
237;75;COL;W-45;03:41:02;01:50:09;01:50:54;00:25:31;00:25:59;00:26:56;00:26:01;00:25:40;00:26:13;00:26:20;00:26:31;00:11:55
238;89;AUT;W-30;03:41:06;01:44:35;01:56:32;00:24:08;00:24:44;00:25:16;00:25:00;00:25:01;00:26:17;00:28:27;00:29:59;00:12:17
239;1;GER;W-H;03:41:17;01:52:59;01:48:18;00:27:57;00:26:54;00:27:16;00:25:22;00:25:33;00:25:47;00:26:13;00:25:04;00:11:16
241;85;ESP;W-35;03:41:34;01:44:46;01:56:48;00:24:08;00:24:00;00:25:41;00:25:18;00:26:08;00:27:11;00:28:01;00:29:04;00:12:08
242;75;USA;W-45;03:41:35;01:50:13;01:51:22;00:26:10;00:25:49;00:26:42;00:25:49;00:26:09;00:26:34;00:27:04;00:26:38;00:10:42
243;67;BRA;W-55;03:41:36;01:39:55;02:01:42;00:23:08;00:23:15;00:24:11;00:23:55;00:25:00;00:27:23;00:29:03;00:31:27;00:14:19
244;90;AUT;W-30;03:41:49;01:51:37;01:50:12;00:26:37;00:26:15;00:27:06;00:26:01;00:25:55;00:26:12;00:26:47;00:26:19;00:10:41
245;89;ROU;W-30;03:41:59;01:46:44;01:55:15;00:24:38;00:24:27;00:26:33;00:25:36;00:26:14;00:27:09;00:27:40;00:28:10;00:11:35
246;92;AUT;W-30;03:42:06;01:51:48;01:50:19;00:27:10;00:26:22;00:27:00;00:25:40;00:25:13;00:25:40;00:26:41;00:26:56;00:11:27
247;95;AUT;W-H;03:42:08;01:49:42;01:52:26;00:26:25;00:26:03;00:26:13;00:25:22;00:25:21;00:25:36;00:26:39;00:28:21;00:12:12
248;93;ISR;W-30;03:42:14;01:50:04;01:52:11;00:26:37;00:26:23;00:26:16;00:25:18;00:25:11;00:25:42;00:27:14;00:27:27;00:12:11
249;80;GER;W-40;03:42:22;01:48:02;01:54:20;00:26:05;00:25:01;00:25:56;00:25:30;00:25:27;00:27:59;00:26:52;00:27:32;00:12:06
250;84;HUN;W-35;03:42:40;01:50:03;01:52:38;00:24:32;00:26:06;00:27:15;00:26:26;00:26:06;00:27:10;00:26:44;00:27:09;00:11:16
251;95;ITA;W-H;03:42:54;01:51:52;01:51:03;00:26:34;00:26:30;00:27:01;00:26:02;00:26:20;00:26:50;00:26:43;00:26:09;00:10:48
252;94;FRA;W-H;03:42:55;01:49:33;01:53:23;00:25:32;00:25:40;00:26:41;00:26:03;00:25:48;00:26:22;00:27:33;00:27:26;00:11:54
253;69;GER;W-50;03:43:10;01:50:58;01:52:13;00:26:21;00:25:45;00:27:00;00:26:10;00:25:57;00:26:30;00:27:03;00:26:59;00:11:29
254;97;GER;W-H;03:43:11;01:51:51;01:51:20;00:26:27;00:26:32;00:27:17;00:25:54;00:25:59;00:25:57;00:26:16;00:27:01;00:11:53
255;97;GER;W-H;03:43:32;01:50:24;01:53:09;00:26:08;00:25:49;00:27:15;00:25:49;00:24:50;00:25:49;00:27:16;00:27:53;00:12:47
256;84;HUN;W-35;03:43:55;01:51:28;01:52:27;00:26:30;00:26:18;00:27:08;00:25:56;00:26:01;00:26:45;00:26:47;00:27:00;00:11:35
257;91;GER;W-30;03:44:04;01:52:12;01:51:53;00:26:05;00:26:48;00:27:28;00:26:08;00:26:14;00:26:39;00:26:47;00:26:45;00:11:14
258;84;CRC;W-35;03:44:13;01:54:11;01:50:03;00:27:25;00:26:54;00:27:42;00:26:28;00:25:54;00:25:39;00:26:12;00:26:25;00:11:37
259;92;GBR;W-30;03:44:14;01:49:57;01:54:17;00:25:58;00:25:52;00:26:33;00:25:52;00:26:05;00:26:45;00:27:21;00:27:40;00:12:14
260;97;ITA;W-H;03:44:24;01:44:39;01:59:45;00:24:55;00:23:36;00:24:58;00:25:43;00:25:34;00:27:03;00:28:08;00:32:29;00:12:02
261;96;FRA;W-H;03:44:27;01:45:20;01:59:08;00:24:47;00:24:55;00:25:23;00:24:44;00:25:02;00:25:51;00:28:32;00:31:34;00:13:42
262;3;AUT;W-H;03:44:29;01:50:48;01:53:41;00:26:10;00:25:48;00:26:52;00:26:26;00:25:14;00:25:35;00:27:02;00:28:47;00:12:39
263;80;GER;W-40;03:44:33;01:50:12;01:54:21;00:25:24;00:26:23;00:26:52;00:25:56;00:25:44;00:26:43;00:28:14;00:27:58;00:11:23
264;80;FRA;W-40;03:44:34;01:52:30;01:52:04;00:26:28;00:26:36;00:27:16;00:26:27;00:26:22;00:26:51;00:26:53;00:26:24;00:11:19
265;97;AUT;W-H;03:44:48;01:54:35;01:50:13;00:27:25;00:27:12;00:27:52;00:26:26;00:26:07;00:26:31;00:26:35;00:26:37;00:10:08
266;71;AUT;W-50;03:44:55;01:45:17;01:59:38;00:23:59;00:24:33;00:26:02;00:25:10;00:25:31;00:26:41;00:29:17;00:30:44;00:13:02
267;94;FRA;W-H;03:44:55;01:49:33;01:55:23;00:25:31;00:25:40;00:26:41;00:26:03;00:25:48;00:26:22;00:27:33;00:28:51;00:12:30
268;75;AUT;W-45;03:44:59;01:49:14;01:55:46;00:24:47;00:25:28;00:27:04;00:26:10;00:26:47;00:27:18;00:27:50;00:28:07;00:11:32
269;92;AUT;W-30;03:45:04;01:52:09;01:52:55;00:26:56;00:26:19;00:27:20;00:25:56;00:26:25;00:26:39;00:26:37;00:27:19;00:11:36
270;92;GER;W-30;03:45:04;01:52:10;01:52:55;00:26:56;00:26:18;00:27:21;00:25:56;00:26:25;00:26:39;00:26:38;00:27:19;00:11:37
271;87;GER;W-35;03:45:21;01:53:58;01:51:23;00:27:05;00:26:49;00:27:16;00:27:03;00:26:11;00:26:08;00:26:48;00:26:35;00:11:29
272;81;BRA;W-40;03:45:25;01:47:54;01:57:32;00:25:37;00:25:18;00:26:04;00:25:30;00:25:07;00:26:10;00:26:46;00:30:02;00:14:55
273;75;BRA;W-45;03:45:26;01:52:38;01:52:49;00:26:29;00:26:16;00:27:11;00:26:57;00:26:26;00:27:01;00:26:52;00:27:16;00:11:01
275;85;AUT;W-35;03:45:45;01:52:43;01:53:03;00:28:01;00:26:03;00:27:00;00:25:56;00:26:09;00:26:40;00:27:09;00:27:20;00:11:31
276;99;AUT;W-H;03:45:47;01:54:34;01:51:13;00:27:25;00:27:11;00:27:52;00:26:26;00:26:07;00:26:31;00:26:35;00:26:37;00:11:07
277;74;HUN;W-45;03:45:55;01:51:32;01:54:24;00:26:37;00:26:06;00:27:01;00:26:15;00:25:38;00:26:14;00:26:57;00:28:19;00:12:53
278;75;AUT;W-45;03:46:00;01:48:11;01:57:49;00:24:49;00:25:15;00:26:26;00:25:54;00:26:58;00:27:55;00:27:46;00:28:35;00:12:26
279;95;AUT;W-H;03:46:00;01:53:08;01:52:53;00:26:50;00:26:35;00:27:41;00:26:16;00:26:09;00:26:21;00:27:22;00:27:08;00:11:42
280;76;GER;W-45;03:46:02;01:51:56;01:54:07;00:26:49;00:26:07;00:27:12;00:26:05;00:26:14;00:26:35;00:27:14;00:27:38;00:12:11
281;93;AUT;W-30;03:46:17;01:53:15;01:53:02;00:26:49;00:26:49;00:27:41;00:26:14;00:26:26;00:26:28;00:27:55;00:26:48;00:11:10
282;82;GER;W-40;03:46:19;01:51:34;01:54:46;00:26:07;00:26:10;00:27:07;00:26:19;00:26:43;00:27:32;00:27:22;00:27:15;00:11:48
283;86;BEL;W-35;03:46:20;01:49:44;01:56:37;00:26:10;00:25:53;00:26:43;00:25:16;00:25:56;00:26:48;00:27:09;00:29:46;00:12:44
284;98;AUT;W-H;03:46:23;01:56:43;01:49:41;00:28:01;00:27:42;00:28:21;00:26:48;00:26:26;00:26:19;00:26:10;00:25:51;00:10:50
285;79;AUT;W-40;03:46:27;01:35:22;02:11:05;00:22:05;00:22:07;00:22:35;00:23:12;00:24:30;00:27:47;00:33:28;00:37:49;00:12:58
286;78;ESP;W-45;03:46:35;01:48:09;01:58:27;00:25:50;00:25:04;00:26:12;00:25:28;00:25:44;00:26:56;00:28:02;00:30:18;00:13:04
287;99;FRA;W-H;03:46:36;01:48:44;01:57:52;00:24:49;00:25:55;00:26:49;00:25:31;00:26:14;00:27:38;00:28:41;00:29:22;00:11:39
288;74;AUT;W-45;03:46:51;01:52:14;01:54:38;00:26:11;00:26:22;00:27:21;00:26:28;00:26:33;00:26:41;00:27:01;00:27:56;00:12:22
289;69;IRL;W-50;03:46:52;01:48:19;01:58:34;00:25:18;00:25:19;00:26:21;00:25:41;00:26:08;00:27:17;00:28:00;00:29:41;00:13:11
290;97;GBR;W-H;03:46:53;01:56:06;01:50:48;00:29:05;00:27:37;00:27:23;00:26:20;00:26:00;00:25:57;00:26:32;00:27:10;00:10:53
291;77;NED;W-45;03:46:56;01:49:58;01:56:58;00:25:31;00:25:43;00:26:40;00:26:14;00:26:34;00:27:06;00:27:53;00:28:34;00:12:45
292;77;AUT;W-45;03:46:58;01:52:35;01:54:24;00:26:49;00:26:36;00:27:07;00:26:20;00:26:21;00:26:56;00:27:15;00:27:52;00:11:47
293;85;AUT;W-35;03:46:59;01:54:44;01:52:16;00:26:17;00:27:18;00:28:18;00:26:59;00:26:57;00:26:36;00:26:41;00:26:43;00:11:15
294;82;BRA;W-40;03:47:03;01:52:31;01:54:33;00:25:50;00:26:44;00:27:50;00:26:25;00:25:56;00:26:53;00:27:24;00:28:07;00:11:59
295;80;ESP;W-40;03:47:03;01:50:44;01:56:20;00:25:58;00:26:18;00:26:47;00:26:00;00:26:19;00:27:12;00:27:24;00:28:36;00:12:34
296;87;BUL;W-35;03:47:03;01:51:28;01:55:36;00:25:50;00:26:11;00:26:56;00:26:45;00:27:00;00:27:31;00:27:41;00:27:34;00:11:40
297;84;GER;W-35;03:47:04;01:52:25;01:54:40;00:26:08;00:26:14;00:27:20;00:26:51;00:26:38;00:27:01;00:27:22;00:28:04;00:11:31
298;80;GER;W-40;03:47:21;01:49:10;01:58:12;00:25:05;00:25:07;00:27:00;00:26:16;00:26:25;00:27:23;00:27:41;00:29:30;00:13:00
299;88;AUT;W-35;03:47:21;01:49:09;01:58:13;00:25:14;00:25:15;00:26:55;00:26:07;00:26:31;00:27:28;00:28:58;00:28:45;00:12:12
300;89;MKD;W-30;03:47:36;01:49:28;01:58:08;00:24:58;00:25:50;00:26:37;00:26:20;00:26:33;00:27:43;00:28:06;00:28:59;00:12:34
301;72;ITA;W-50;03:47:40;01:52:22;01:55:19;00:26:20;00:26:40;00:27:31;00:26:10;00:26:13;00:26:40;00:27:34;00:28:28;00:12:08
302;95;AUT;W-H;03:47:41;01:51:45;01:55:56;00:26:24;00:26:19;00:27:06;00:26:13;00:26:40;00:27:35;00:27:40;00:27:54;00:11:55
303;90;GER;W-30;03:47:43;01:54:21;01:53:23;00:26:25;00:27:40;00:27:35;00:26:51;00:26:49;00:26:43;00:27:23;00:27:04;00:11:17
304;89;GER;W-30;03:47:44;01:45:25;02:02:19;00:24:38;00:24:33;00:25:40;00:25:03;00:25:46;00:27:35;00:28:33;00:31:33;00:14:27
305;99;AUT;W-H;03:47:47;01:46:06;02:01:41;00:24:22;00:24:53;00:25:47;00:25:22;00:28:59;00:28:08;00:28:22;00:29:24;00:12:33
306;76;POL;W-45;03:48:09;01:49:46;01:58:24;00:24:47;00:26:13;00:26:59;00:26:03;00:26:22;00:27:09;00:28:37;00:29:41;00:12:21
307;83;POL;W-40;03:48:12;01:49:27;01:58:46;00:24:36;00:25:03;00:26:47;00:27:11;00:27:48;00:27:27;00:28:28;00:28:34;00:12:23
308;67;ITA;W-55;03:48:13;01:55:17;01:52:57;00:26:44;00:26:51;00:28:38;00:27:09;00:26:37;00:26:51;00:27:04;00:26:54;00:11:31
309;1;AUT;W-H;03:48:22;01:51:29;01:56:53;00:25:59;00:26:06;00:27:16;00:26:16;00:26:58;00:28:05;00:28:12;00:28:11;00:11:22
310;73;ITA;W-50;03:48:25;01:53:10;01:55:16;00:26:31;00:26:32;00:27:43;00:26:37;00:27:07;00:28:05;00:26:35;00:27:26;00:11:53
311;95;AUT;W-H;03:48:29;01:45:47;02:02:43;00:24:27;00:24:59;00:25:30;00:25:11;00:27:08;00:27:19;00:33:13;00:28:14;00:12:32
312;82;POL;W-40;03:48:31;01:51:38;01:56:54;00:25:50;00:25:35;00:27:27;00:27:04;00:27:02;00:28:35;00:28:16;00:27:04;00:11:43
313;97;NED;W-H;03:48:37;01:52:46;01:55:52;00:26:04;00:26:42;00:27:46;00:26:34;00:26:02;00:27:24;00:27:37;00:28:27;00:12:06
314;83;AUT;W-40;03:49:01;01:53:58;01:55:04;00:26:45;00:26:59;00:27:57;00:26:31;00:26:38;00:27:09;00:27:40;00:27:27;00:11:58
315;89;BRA;W-30;03:49:11;01:55:33;01:53:38;00:28:28;00:27:19;00:27:39;00:26:29;00:26:08;00:26:46;00:27:05;00:27:20;00:11:58
316;95;GER;W-H;03:49:17;01:44:17;02:05:01;00:24:05;00:24:12;00:25:41;00:24:56;00:25:35;00:27:05;00:28:08;00:35:00;00:14:38
317;65;GER;W-55;03:49:23;01:50:29;01:58:55;00:25:35;00:25:46;00:26:51;00:26:25;00:27:07;00:27:58;00:28:13;00:29:03;00:12:30
318;94;IRL;W-H;03:49:30;01:52:12;01:57:18;00:26:01;00:26:53;00:27:16;00:26:19;00:26:03;00:26:23;00:27:35;00:30:08;00:12:56
319;79;BEL;W-40;03:49:31;01:54:03;01:55:28;00:27:58;00:26:50;00:27:36;00:26:01;00:26:03;00:27:05;00:27:26;00:27:58;00:12:36
320;94;ROU;W-H;03:49:33;01:50:16;01:59:17;00:23:58;00:25:23;00:27:42;00:27:24;00:27:20;00:27:33;00:28:25;00:28:58;00:12:55
321;76;NOR;W-45;03:49:47;01:56:43;01:53:05;00:28:16;00:27:06;00:28:23;00:27:08;00:26:57;00:27:36;00:26:32;00:26:28;00:11:25
322;95;ESP;W-H;03:49:47;01:50:43;01:59:04;00:25:58;00:26:17;00:26:48;00:25:59;00:26:20;00:27:12;00:27:39;00:30:20;00:13:18
323;72;SLO;W-50;03:49:50;01:49:51;02:00:00;00:25:20;00:25:56;00:27:09;00:25:42;00:26:17;00:27:01;00:28:01;00:30:59;00:13:30
325;82;USA;W-40;03:50:00;01:58:01;01:52:00;00:28:25;00:27:45;00:28:39;00:27:20;00:26:47;00:26:40;00:26:34;00:26:23;00:11:30
326;73;GER;W-50;03:50:12;01:53:52;01:56:21;00:27:29;00:26:37;00:27:19;00:26:42;00:27:21;00:27:02;00:27:53;00:27:59;00:11:54
327;87;NED;W-35;03:50:23;01:50:39;01:59:44;00:25:22;00:25:45;00:27:16;00:26:33;00:26:16;00:27:56;00:28:48;00:29:48;00:12:43
328;89;GER;W-30;03:50:42;01:54:08;01:56:34;00:28:16;00:26:26;00:27:19;00:26:26;00:26:44;00:27:08;00:27:21;00:28:31;00:12:34
